id,datetime,timezone,cab_type,product_id,price,distance,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh
, 5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
7.5, 1.11, 0.56, 2.65, 3.83, 1544738400, 9.959, 33.83, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
7.5, 1.11, 0.56, 2.65, 3.83, 1544738400, 9.959, 33.83, 
7.5, 1.11, 0.86, 8.3, 8.3, 1545015600, 4.054, 43.83, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
7.5, 1.11, 0.56, 2.65, 3.83, 1544738400, 9.959, 33.83, 
7.5, 1.11, 0.86, 8.3, 8.3, 1545015600, 4.054, 43.83, 
26, 1.11, 0.64, 2.62, 3.54, 1544738400, 10, 33.83, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
7.5, 1.11, 0.56, 2.65, 3.83, 1544738400, 9.959, 33.83, 
7.5, 1.11, 0.86, 8.3, 8.3, 1545015600, 4.054, 43.83, 
26, 1.11, 0.64, 2.62, 3.54, 1544738400, 10, 33.83, 
5.5, 1.11, 0.52, 12.13, 19.97, 1543514400, 9.796, 44.61, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
7.5, 1.11, 0.56, 2.65, 3.83, 1544738400, 9.959, 33.83, 
7.5, 1.11, 0.86, 8.3, 8.3, 1545015600, 4.054, 43.83, 
26, 1.11, 0.64, 2.62, 3.54, 1544738400, 10, 33.83, 
5.5, 1.11, 0.52, 12.13, 19.97, 1543514400, 9.796, 44.61, 
11, 0.72, 0.69, 7.08, 8.47, 1545015600, 10, 43.78, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
7.5, 1.11, 0.56, 2.65, 3.83, 1544738400, 9.959, 33.83, 
7.5, 1.11, 0.86, 8.3, 8.3, 1545015600, 4.054, 43.83, 
26, 1.11, 0.64, 2.62, 3.54, 1544738400, 10, 33.83, 
5.5, 1.11, 0.52, 12.13, 19.97, 1543514400, 9.796, 44.61, 
11, 0.72, 0.69, 7.08, 8.47, 1545015600, 10, 43.78, 
16.5, 0.72, 0.72, 9.42, 13.8, 1543338000, 10, 46.83, 
5, 0.44, 0.68, 8.66, 9.17, 1545015600, 10, 43.68, 
11, 0.44, 0.94, 11.98, 11.98, 1543291200, 4.786, 47.3, 
7, 0.44, 0.75, 7.33, 7.33, 1543334400, 10, 47.55, 
26, 0.44, 0.73, 5.28, 5.28, 1543514400, 10, 45.03, 
9, 0.44, 0.7, 9.14, 9.14, 1543446000, 10, 42.18, 
16.5, 0.44, 0.84, 7.19, 8.88, 1545022800, 8.325, 40.61, 
10.5, 1.08, 0.91, 0.53, 0.88, 1543287600, 4.675, 46.46, 
16.5, 1.08, 0.93, 3.38, 3.38, 1543755600, 3.052, 50.8, 
3, 1.08, 0.96, 1.25, 2.09, 1543856400, 1.413, 57.02, 
27.5, 1.08, 0.93, 6.87, 7.42, 1543338000, 2.686, 46.91, 
13.5, 1.08, 0.62, 3.46, 4.47, 1543554000, 9.92, 42.32, 
7, 1.08, 0.63, 9.54, 14.86, 1543431600, 10, 42.72, 
12, 1.11, 0.6, 3.38, 3.99, 1543554000, 9.833, 42.52, 
16, 1.11, 0.66, 2.94, 3.22, 1544738400, 9.831, 33.83, 
7.5, 1.11, 0.56, 2.65, 3.83, 1544738400, 9.959, 33.83, 
7.5, 1.11, 0.86, 8.3, 8.3, 1545015600, 4.054, 43.83, 
26, 1.11, 0.64, 2.62, 3.54, 1544738400, 10, 33.83, 
5.5, 1.11, 0.52, 12.13, 19.97, 1543514400, 9.796, 44.61, 
11, 0.72, 0.69, 7.08, 8.47, 1545015600, 10, 43.78, 
16.5, 0.72, 0.72, 9.42, 13.8, 1543338000, 10, 46.83, 
7, 0.72, 0.51, 15, 24.98, 1545127200, 9.901, 32.81, 
