id,datetime,timezone,cab_type,product_id,price,distance,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh
0c26c153-a58d-419d-b557-37cfad67585c,11/28/2018 10:17,America/New_York,Lyft,lyft_line,5,1.76,0.78,4.89,7.74,1543431600,9.899,42.6
104ced5c-1c1b-4021-94bb-b21af453399a,12/16/2018 12:30,America/New_York,Lyft,lyft,9,1.76,0.71,6.75,8.45,1545015600,10,43.78
1cf8a0a5-d871-41ba-91c7-53658851501e,12/16/2018 0:40,America/New_York,Lyft,lyft_premier,16.5,1.76,0.68,5.48,8.73,1544918400,10,54.47
5e990c7a-8f5c-4583-812c-b6200dd018f6,12/15/2018 14:15,America/New_York,Lyft,lyft_luxsuv,26,1.76,0.88,3.7,5.1,1544918400,9.707,54.47
bd1d5b1a-ed7f-4fc8-8fd1-9236a5de403e,11/27/2018 10:00,America/New_York,Lyft,lyft_plus,13.5,1.76,0.93,6.87,7.42,1543338000,2.686,46.91
c7a2284b-2f7b-49a8-8d5b-90e1ebe18a1f,11/28/2018 16:08,America/New_York,Lyft,lyft_lux,19.5,1.76,0.61,8.33,12.76,1543431600,10,42.6
2e0059db-945e-4615-9f87-46b8966d62f2,12/1/2018 12:23,America/New_York,Lyft,lyft,7,0.71,0.79,4.94,4.94,1543672800,9.712,44.11
77667337-1484-497d-a0d2-2844126c2517,11/26/2018 14:38,America/New_York,Lyft,lyft_plus,9,0.71,0.93,2.73,2.73,1543291200,6.121,47.3
c03b25ba-1d74-4522-8f3b-feb4bebcb4c7,12/2/2018 2:38,America/New_York,Lyft,lyft_premier,10.5,0.71,0.82,1.92,2.38,1543672800,9.689,44.11
fa00bcf3-78f7-4b62-b133-c3190a85edab,11/29/2018 18:03,America/New_York,Lyft,lyft_line,3,0.71,0.52,12.55,23.67,1543514400,9.92,45.03
33d90ba7-60f5-4da1-afc3-39d4d038f7ec,12/3/2018 7:52,America/New_York,Lyft,lyft_line,5,1.23,0.95,1.44,1.44,1543860000,3.188,57.87
6c936f6d-c587-49ae-bb39-5aeb54eff756,11/26/2018 12:41,America/New_York,Lyft,lyft_premier,13.5,1.23,0.93,2.55,2.6,1543291200,3.475,47.3
8b905a5a-c626-42a6-b23b-eae7c7b689a3,12/3/2018 3:18,America/New_York,Lyft,lyft_plus,11,1.23,0.95,2.56,2.56,1543755600,4.73,52.86
c8c093f0-960b-4668-b1f6-1e42dcf6bd6b,11/28/2018 23:03,America/New_York,Lyft,lyft_luxsuv,26,1.23,0.69,9.63,14.39,1543446000,10,42.18
ee029d73-c9ad-463d-a15e-ba20fac8c292,11/27/2018 1:42,America/New_York,Lyft,lyft_lux,16.5,1.23,0.94,12,12,1543291200,5.235,47.3
f76a05b7-60a7-4df5-94b9-de16881691ca,12/3/2018 16:03,America/New_York,Lyft,lyft,7,1.23,0.69,7.85,10.25,1543860000,10,57.87
43abdbe4-ab9e-4f39-afdc-31cfa375dc25,12/13/2018 20:10,America/New_York,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,NA,1.16,0.57,3.02,3.02,1544738400,9.956,33.83
5e1deff9-8f75-4e77-a1b1-7f6749e4eed3,12/13/2018 8:10,America/New_York,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,9.5,1.16,0.65,3.44,3.44,1544738400,9.67,33.83
a6d2d9af-e412-4ec0-8206-88e272b5a14e,11/28/2018 22:50,America/New_York,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,16.5,1.16,0.64,9.08,12.72,1543431600,10,42.61
c53e48e4-a7b6-43e9-b4f4-afadc78dc2aa,12/15/2018 7:45,America/New_York,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,7,1.16,0.91,5.21,7.94,1544918400,10,54.4
c9dee6ef-eca0-43ba-9bf9-ec00a6638164,11/27/2018 13:30,America/New_York,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,9.5,1.16,0.94,5.23,5.23,1543338000,3.231,47.06
e209499c-d217-4ea8-b72a-8a879646b29a,11/28/2018 18:08,America/New_York,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,27.5,1.16,0.64,9.21,15.03,1543431600,10,42.61
fc3205bd-3419-40db-b00f-ddced9beff33,11/29/2018 6:57,America/New_York,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,13,1.16,0.69,9.42,13.28,1543514400,9.972,44.61
26cd4b22-179f-48db-a03f-2cc8c87d624e,12/18/2018 10:50,America/New_York,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,9.5,2.67,0.52,14.15,26.56,1545127200,9.734,32.8
5ed9f6ab-4582-45c6-a1de-5602e911c3bb,11/27/2018 2:42,America/New_York,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,9.5,2.67,0.94,11.98,11.98,1543291200,4.786,47.3
80db1c49-9d51-4575-a4f4-1ec23b4d3e31,11/30/2018 13:08,America/New_York,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,NA,2.67,0.83,2.1,4.79,1543554000,10,42.52
09740fbe-a03b-48df-a25a-6a01d4fc30e7,12/3/2018 10:13,America/New_York,Lyft,lyft,7,1.16,0.94,2.74,2.74,1543860000,3.729,57.87
2ff1a200-7c68-4813-9141-af7eeb93b37d,12/3/2018 7:03,America/New_York,Lyft,lyft_plus,13.5,1.16,0.95,1.44,1.44,1543860000,3.188,57.87
395294c8-4b2b-4cde-aaf9-3ac478cfddc3,11/30/2018 18:43,America/New_York,Lyft,lyft_luxsuv,26,1.16,0.57,3.48,3.48,1543557600,10,42.13
59481bfd-d72d-4d6d-af73-8006fc872948,12/2/2018 21:33,America/New_York,Lyft,lyft_premier,13.5,1.16,0.95,4.31,4.34,1543755600,3.894,52.86
aa1f01a1-f54a-4978-b266-a14f877baad1,12/17/2018 8:50,America/New_York,Lyft,lyft_line,5,1.16,0.91,10.88,10.88,1545022800,3.139,40.61
b4d6e3a6-8fce-4863-9674-e3abb49c53db,11/28/2018 13:06,America/New_York,Lyft,lyft_lux,16.5,1.16,0.7,5.92,5.92,1543446000,9.843,42.18
0617e9b6-45f9-4f45-aa2b-5d06da008088,12/2/2018 20:58,America/New_York,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,9.5,3.39,0.96,2.86,2.86,1543755600,1.348,50.37
37b99b0e-d2a9-4aa6-b145-54de1c8793eb,12/15/2018 13:05,America/New_York,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,9.5,3.39,0.9,3.66,5.3,1544918400,8.904,54.29
433900c1-12d0-4771-85ea-1e1f1a4a6d63,11/29/2018 8:08,America/New_York,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,17,3.39,0.68,8.99,16.24,1543514400,10,44.96
76ec209b-45a1-47e7-9eda-bc3a22402b8e,11/27/2018 23:21,America/New_York,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,10,3.39,0.71,7.73,11.57,1543305600,10,46.74
a841f68a-a00f-456a-a3f2-2a4f2f2917d6,12/16/2018 23:25,America/New_York,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,34,3.39,0.86,8.3,8.3,1545015600,4.054,43.83
aaf17c52-066b-4449-abac-274132b8ffbf,12/13/2018 12:10,America/New_York,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,26,3.39,0.65,3.39,3.39,1544738400,9.968,33.51
c0bffbdc-9f15-4822-bda5-77d293a8d77e,12/2/2018 18:27,America/New_York,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,NA,3.39,0.92,4.88,7.48,1543755600,1.588,50.94
2effa2c2-6728-4274-b904-199a9fc830c4,12/17/2018 21:10,America/New_York,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,18.5,3.39,0.71,6.64,7.91,1545022800,9.77,41.44
5ef55ad4-49da-4698-8d41-21f89d107085,11/30/2018 1:53,America/New_York,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,11,3.39,0.65,7.34,9.4,1543514400,9.984,44.96
67f791f9-5bf4-4490-9358-95ffda17e5ea,11/30/2018 14:43,America/New_York,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,11,3.39,0.7,3.6,4.19,1543597200,10,42.05
6af89d7d-7c7e-45fe-98c4-3dc432bb29b4,12/13/2018 7:05,America/New_York,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,NA,3.39,0.59,3.16,3.16,1544738400,10,33.51
806fc0cf-814d-48aa-abe7-47d0eedf47d4,12/15/2018 0:10,America/New_York,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,11,3.39,0.81,3.84,3.84,1544846400,9.768,46.7
bcb04ae7-e199-495f-a22e-4f24dcf9088c,11/29/2018 23:03,America/New_York,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,36,3.39,0.59,8.43,13.46,1543514400,9.936,44.96
ef16279b-5893-4ea1-bf62-0548a6a541e7,12/17/2018 8:50,America/New_York,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,27.5,3.39,0.91,10.88,10.88,1545022800,3.139,40.61
60f7fd10-aa55-42a8-9b19-2f8bb457459b,11/30/2018 1:47,America/New_York,Lyft,lyft_lux,22.5,2.82,0.65,7.34,9.4,1543514400,9.984,44.96
7827cd75-7987-4f1b-a012-ab92c820c6c4,12/18/2018 12:00,America/New_York,Lyft,lyft_plus,16.5,2.82,0.5,14.95,23.96,1545127200,9.948,32.84
ea5d697f-425a-421c-a680-20bc8b36384e,11/28/2018 9:46,America/New_York,Lyft,lyft,10.5,2.82,0.79,4.54,7,1543431600,9.924,42.7
fbe5b6f4-7771-4fed-93d9-350febdc20c2,11/27/2018 1:09,America/New_York,Lyft,lyft_luxsuv,32.5,2.82,0.94,12,12,1543291200,5.235,47.3
fbe75666-8d95-404f-a2d2-56c1f94eb99a,12/16/2018 17:55,America/New_York,Lyft,lyft_premier,19.5,2.82,0.75,7.54,8.94,1545015600,9.956,43.63
ff49381b-9947-4a40-b100-ca58020e0dbe,12/13/2018 7:25,America/New_York,Lyft,lyft_line,7,2.82,0.59,3.16,3.16,1544738400,10,33.51
118a8165-c787-4761-89e5-a17aa5710c75,12/14/2018 18:35,America/New_York,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,25,2.49,0.51,4.57,4.57,1544846400,9.898,46.65
14fd1233-8cea-4061-a66a-9a5ecec07f66,12/16/2018 9:35,America/New_York,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,12,2.49,0.68,8.66,9.17,1545015600,10,43.68
2a98223c-db41-4d28-9f8a-f26775b12fd4,12/18/2018 3:15,America/New_York,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,12,2.49,0.69,6.67,11.38,1545022800,9.842,41.44
